fee_rate,strategy_name,segment_name,drawdown_threshold,episode_start_date,episode_end_date,max_drawdown_in_episode,average_tau_during_episode,average_position_during_episode,average_base_exposure_during_episode,average_unsmoothed_target_during_episode,average_market_risk_multiplier_during_episode,average_portfolio_risk_multiplier_during_episode,days_until_position_halved_from_episode_start,days_until_position_below_0_05_from_episode_start
0.0,v4.2_candidate_A,ETH_extra_early_2y,0.1,2022-08-09,2022-08-09,0.10490654127024457,0.36288214519741185,0.10955982686629609,0.36288214519741185,0.10955982686629609,0.5,0.6066004702365828,,
0.0,v4.2_candidate_A,ETH_extra_early_2y,0.1,2022-08-19,2023-01-19,0.13957977749969086,-0.11864578869782341,0.0332509211230823,0.10349943212341342,0.0332509211230823,0.5168807126174779,0.5151236162977789,0.0,0.0
0.0,v4.2_candidate_A,ETH_extra_early_2y,0.1,2023-01-24,2023-01-28,0.10847998632232625,0.6837612299556656,0.21020431780321722,0.6837612299556656,0.21020431780321722,0.5208584994971075,0.6049309742182378,,
0.0,v4.2_candidate_A,ETH_extra_early_2y,0.1,2023-01-30,2023-02-03,0.10988152680853946,0.6442581600384046,0.19838691970112732,0.6442581600384046,0.19838691970112732,0.5094647562868957,0.6071056688921834,,
0.0,v4.2_candidate_A,ETH_extra_early_2y,0.1,2023-02-05,2023-04-13,0.12392464597038166,0.3984902980004673,0.126958881045832,0.4154704217560775,0.126958881045832,0.5315234538327764,0.5631649168008765,4.0,5.0
0.0,v4.2_candidate_A,ETH_extra_early_2y,0.1,2023-04-19,2023-05-17,0.12430227841646924,0.1645356453430718,0.05194266109183499,0.17870002341788127,0.05133060533564821,0.5486634809468524,0.5486485786983677,2.0,2.0
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2023-05-18,2024-02-25,0.14733742716520226,0.13795040180295656,0.0928461495819443,0.27154211308406073,0.0928461495819443,0.6287745952329955,0.5213667188284266,0.0,0.0
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2024-03-16,2025-07-16,0.1194948712676035,-0.03505345419827825,0.06252316271227779,0.18581715130525095,0.06252316271227779,0.5124752266330801,0.612040062957329,3.0,3.0
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2025-08-02,2025-08-02,0.05123663185460714,0.6070966702963483,0.21222400895427965,0.6070966702963483,0.21222400895427965,0.5,0.8078626305452232,,
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2025-08-19,2025-08-19,0.05794432856041609,0.6254927849593537,0.21951535313023238,0.6254927849593537,0.21951535313023238,0.5,0.7827087678984397,,
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2025-08-21,2025-08-21,0.05190356606520086,0.6681641174077375,0.2534884801063012,0.6681641174077375,0.2534884801063012,0.5,0.8053616272554968,,
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2025-08-25,2025-08-25,0.05085475703297815,0.5457431882242483,0.20858048260060108,0.5457431882242483,0.20858048260060108,0.5,0.809294661126332,,
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2025-08-29,2025-09-02,0.05533837339717307,0.4981011270684301,0.1887112010871171,0.4981011270684301,0.1887112010871171,0.5,0.798828300382995,,
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2025-09-04,2025-09-11,0.0581058828479164,0.4610162431066187,0.17627675221320782,0.4610162431066187,0.17627675221320782,0.5,0.789427772678204,,
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2025-09-16,2025-09-16,0.050495545928026075,0.5377068788254294,0.21178371474466845,0.5377068788254294,0.21178371474466845,0.5,0.8106417027699022,,
0.0,v4.2_candidate_A,ETH_3y_recent,0.05,2025-09-19,2026-05-16,0.10597450630179606,-0.23403450595158323,0.026149590862626686,0.0687977405662113,0.026149590862626686,0.5213590901846906,0.6831193257652772,3.0,3.0
0.0,v4.2_candidate_A,ETH_3y_recent,0.1,2023-05-18,2023-12-04,0.14733742716520226,-0.007952037250127046,0.05741852702585187,0.17912151165941462,0.05741852702585187,0.6597198306720115,0.48785181394391525,0.0,0.0
0.0,v4.2_candidate_A,ETH_3y_recent,0.1,2023-12-06,2023-12-06,0.1062996813639765,0.739917918083134,0.2582764251177988,0.739917918083134,0.2582764251177988,0.5690679310514772,0.6013761948850882,,
0.0,v4.2_candidate_A,ETH_3y_recent,0.1,2023-12-11,2024-01-10,0.11848022261724833,0.4984413194162225,0.16104279940097255,0.4984413194162225,0.16104279940097255,0.5550029869140155,0.585140251180037,23.0,
